web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1551370522-22155","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Great product","January 7, 2019","Gift","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_162?ie=UTF8&pageNumber=162&reviewerType=all_reviews"
"1551370414-21746","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Vito.F","Every home should have this.","January 6, 2019","Like having a personal assistanr..","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_111?ie=UTF8&pageNumber=111&reviewerType=all_reviews"
"1551370216-21002","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","J. Payne","Smaller Size with more Features","December 7, 2018","Surprised with the temperature in the room showing up on the Alexa app - pretty nice to have a temp sensor, that should work nicely if/when I get a smart thermostat.  I'd hope The Echo Plus can be used as one of the extra temp sensors the thermostats need if you want to control the temp by room.  That would be one less purchase I'd need to make.  I like the smaller size and the fabric, nice touches.  Purchased for the Hub functionality and I like that I can consolidate my other devices onto here and get rid of my other hubs.  Controlling things all in one place.  I can tell Alexa to do it verse going to my phone and using an app.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews"
"1551370254-21148","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Charles","Upgrade!","November 27, 2018","WHAT a great upgrade. I’m impressed with the sound quality. The echo plus 1st gen was ~okay~ for a speaker but this is what I was originally looking for when I bought one last year. If you are thinking of upgrading, just do it. Having the payment plan to eliminate the all at once payment helps too!","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews"
"1551370316-21382","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Volume  and sound is great","January 4, 2019","Love the look of the Echo Plus. The sound is awesome on it compared to the echo dot. I don’t even have to pair it with my Bluetooth speaker the sound is that good. I could hardly hear the sound on the echo dot. It sounded so muffled and at volume 10 it was not high enough. You don’t have to worry about the plus. Well worth the money.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_65?ie=UTF8&pageNumber=65&reviewerType=all_reviews"
"1551370278-21236","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","M. C. Liebold","Music sound is great","January 30, 2019","I am really enjoying this device. Have connected approx 10 lights, my Trane Nexia system and purchased a book to be read to me. And the music is great. I also purchased and echo dot and equally as please with it.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&pageNumber=47&reviewerType=all_reviews"
"1551370587-22398","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Doc","Improvement over 1st gen","December 31, 2018","Paired with base speaker makes great improvement in sound quality","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_192?ie=UTF8&pageNumber=192&reviewerType=all_reviews"
"1551370218-21015","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Gary96825","Excellent audio for music","February 12, 2019","Finally broke own on my first Echo, and went for the newer 2nd generation model for the speakers.  Having been exposed to these now ubiqutious machines with our son and now daughter's families, we decided to join the current generation.  The sound quality is very good from this compact speaker, and Alexa is getting better at understanding my commands (or is it the other way around?).  I guess my only ""gripe"" is figuring out how to get a stereo effect without having to spring for another Echo-Plus or living with ""mono"".","4.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews"
"1551370597-22438","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","We have both enjoyed the Echo Plus.  We wish we had purchased sooner.","January 21, 2019","We like everything about the unit.  We love the music, the shopping list and even the current weather.  The sound is great.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_197?ie=UTF8&pageNumber=197&reviewerType=all_reviews"
"1551370427-21800","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Dewayne Caraway","Echo Plus is Fantastic","December 8, 2018","I think Alexa is amazing & the sound is great from the Echo Plus speaker. I look forward to seeing everything I can do with the product.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_117?ie=UTF8&pageNumber=117&reviewerType=all_reviews"
"1551370653-22649","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Jacob Ward","Nice Sound","January 8, 2019","always on and responsive","4.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_223?ie=UTF8&pageNumber=223&reviewerType=all_reviews"
"1551370359-21541","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Jessica","Wow, this is Impressive!","December 22, 2018","Compared to my Echo Dot, this Echo Plus is difference between night and day. The sound quality is superior. I live being able to play my holiday music throughout my home.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_85?ie=UTF8&pageNumber=85&reviewerType=all_reviews"
"1551370282-21255","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Pandora App Disappoinment","December 1, 2018","Even though I'm enjoying the Echo Plus, very disappointed that it will not play Pandora Shuffle.  This was a key reason to order the Echo Plus so I would not have to use my phone or the Pandora App through Fire Stick, enabling better sound.  Guess a sound bar for the t.v. is in my future. Otherwise, Alexa is alright!","4.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_49?ie=UTF8&pageNumber=49&reviewerType=all_reviews"
"1551370395-21677","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Xen Tsiu","Love it","December 15, 2018","Another edition to the echo household","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_102?ie=UTF8&pageNumber=102&reviewerType=all_reviews"
"1551370608-22477","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Gersoni campillo","Buy it.","February 25, 2019","Awesome! I use it everyday,helpful for music, homework,lights and temperature. Would 100% recommend.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_202?ie=UTF8&pageNumber=202&reviewerType=all_reviews"
"1551370388-21650","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Raynor L. Mcfarlane","Awesome product. Great speaker.","January 15, 2019","This has been awesome. Great sound and integrates with all my music apps.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_99?ie=UTF8&pageNumber=99&reviewerType=all_reviews"
"1551370203-20958","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Derek Bentley","Stereo pairing — an OMG experience... now I’ll spend Xmas cash on subwoofer.","December 17, 2018","When Amazon had the Echo Plus special pricing I bought two... and a new Echo Dot. My first venture into the world of Echo and Alexa.

And thus far I’m loving the experience.

I purchased ten smart-bulbs but have only utilized two... a little nervous about how to pair bulbs in one unit. I’ve no interest in bulbs which can display millions of colors (I stopped dropping acid decades ago).

What really amazed me, though, was the sound quality of my two Echo Plus’s when paired as ‘stereo.’ Since Apple Music is now an Alexa skill, I played some complex and demanding tunes and they sounded truly exceptional. A real OMG realization!

When I think of 2.1 sound — with a subwoofer — I generally think of sound for films. But I’m going to try it for music, I think.

And I need to get those bulbs up and working!","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1551370655-22653","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","FLV","Great sound","February 2, 2019","Great sound and integrates well with other devices","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_224?ie=UTF8&pageNumber=224&reviewerType=all_reviews"
"1551370522-22160","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Sam","Great sound","January 10, 2019","Great device","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_162?ie=UTF8&pageNumber=162&reviewerType=all_reviews"
"1551370218-21012","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","dsmith","Works well and easy to set up","February 1, 2019","I have a DSL modem router with WiFi.  The setup was straight forward from the box to the network.  The speech recognition is quite good and can recognize 3 different adult voices quite well.  It does a pretty good job of sorting out the syntax sequence.  You can specify the object (e.g., bedroom light) and then the action (e.g., turn off/on/out, or  off/on/out) or what seems to work better (faster) is specify the action and then the object.  I did some work on speech recognition at TI in the late 80's and it has come a long way since then.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews"
"1551370276-21228","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Fun and intuitive","February 6, 2019","This is my first Alexa enabled device, but my family and I like it a lot. I will be getting a couple Echo Dots for the kids.....and me so I can call them to dinner or drop in on them when they don't answer thier phones.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&pageNumber=46&reviewerType=all_reviews"
"1551370325-21417","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Weathervane & Cupola Guy","Love All My Echos","December 29, 2018","I adore my echo plus. I love my echo one. Enjoyed my Dot. I use them in three different rooms.  No trade-in for me!","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_69?ie=UTF8&pageNumber=69&reviewerType=all_reviews"
"1551370256-21157","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","William G. Taylor Jr.","I’m all in with Amazon and Alexa","December 10, 2018","I’m glad I went with Amazon and Alexa, there are quite a few spud choices out there, but the sound quality, functionality, and look of the Amazon family of devices stand out from the pack. I am looking forward to expanding the automation beyond the thermostat and few electrical sockets. I’m very excited and pleased with my purchase. What are you waiting for, dive on in, you won’t be sorry!","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews"
"1551370486-22020","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Gabe Dunlap","Nice sound :)","January 6, 2019","It's a very nice smart gadget and has wonderful sound. I have many friends with the Google's and I personally like this sound more","4.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_145?ie=UTF8&pageNumber=145&reviewerType=all_reviews"
"1551370563-22309","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Raymond Gragg Jr","Fun to use","January 16, 2019","Sounds great and we really enjoy the games and being able to use our streaming service","4.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_181?ie=UTF8&pageNumber=181&reviewerType=all_reviews"
"1551370555-22278","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Robert Zalma","Sound is great","December 26, 2018","Have many units fun learning what they can do","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_177?ie=UTF8&pageNumber=177&reviewerType=all_reviews"
"1551370533-22199","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","It really works!","January 8, 2019","I like the Echo Plus very much; it was a gift for Christmas.  The sound is great and it does whatever I tell it to.  I need a smarter house so it an do more, though.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_167?ie=UTF8&pageNumber=167&reviewerType=all_reviews"
"1551370559-22296","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Adams Okoene","What an amazing piece of ingenuity!","December 12, 2018","The performance is amazing! Excellent.

However changing  from one wifi to another in a different location was a challenge that should be eliminated.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_179?ie=UTF8&pageNumber=179&reviewerType=all_reviews"
"1551370261-21172","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Bob ground","Sounds Great - but","January 1, 2019","The Amazon Echo is a technological wonder.  Sound quality is amazing, especially for a devise this size.  Downside is the poor instructions and startup information.  Wife was on the phone with Amazon for over an hour !!  Of course, she has a lot to blame for that.  I stayed out of it!","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews"
"1551370359-21540","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Kindle Customer","Bought this for the kitchen.","January 1, 2019","Bought this for the kitchen.  Now we have a timer and can rock out at the same time.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_85?ie=UTF8&pageNumber=85&reviewerType=all_reviews"
"1551370220-21021","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","JeffA","Not compatible with Firestick remote, bluetooth delays, audio hardware problems","November 29, 2018","You can't pair your fire stick 4k remote with this speaker.
If you hook this up as a bluetooth speaker to your monitor, sound-out (e.g. while playing a movie) is about a half-second delayed, making it unwatchable. Support was able to replicate this so it is a known problem.
I tried hooking it up to the monitor via audio cable, but the unit wouldn't recognize a line-in. Support said it was a hardware fault and is shipping me a new one. I'm skeptical that this product was sufficiently bug-tested before it was released.","2.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews"
"1551370297-21312","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","fawhooz","Sounds awesome","December 22, 2018","I like it sound quality is great however the microphone is better than my older ones and it takes over and likes to only play on that speaker maybee it’s a setting I can’t find but for some reason the the new one thinks I only want to use it lol","3.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_56?ie=UTF8&pageNumber=56&reviewerType=all_reviews"
"1551370424-21791","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Jordy","Looks great in the living room","October 30, 2018","Very easy to install!","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_116?ie=UTF8&pageNumber=116&reviewerType=all_reviews"
"1551370314-21374","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Mother_of_Jewels","Alexa, thank you!","December 28, 2018","Our family loves the Echo. They're constantly asking for jokes or music. I love that I can create a playlist and ask Alexa to play such playlist. The reminder/notification feature is awesome too!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_64?ie=UTF8&pageNumber=64&reviewerType=all_reviews"
"1551370195-20928","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Greg H.","Great Device, Terrible Performance/Connectivity Issues","January 22, 2019","Apparently this is a semi-common issue, but this device drops from the WiFi network. It may go a day, it may go 2 weeks, but eventually, it drops off of WiFi and the reconnection process is awful. It errors out over and over with no troubleshooting or error codes. I've tried 2.4GHz and 5GHz, automatic setup and manual setup, setup via phone app and setup via web browser. I had a Dot with no issues before. The router is literally 6 feet away from the unit. This is a major inconvenience for any smart-enabled appliance or device connected, especially some that are accessed through the hub, such as lights. It makes morning routines, alarm management, and other used functionality absolutely useless as it'll be days before I can reconnect. I'll periodically try again and again and eventually it work for no reason. I am living in an apartment complex with lots of other wifi enabled devices but that should't be an issue. Sometimes rebooting the router works but rebooting every week or two is an inconvenience that is unacceptable.

That being said, as for the actual product, I'd give a 5/5 if not for the technical issues. I will complain that  the unit doesn't seem to hear me as well as advertised. Living in an apartment, I can't be screaming across the place for the Echo to hear me. Sometimes it does, sometimes it doesn't, especially when it seems like it should (clear line of voice travel, reasonable volume), or it will hear the ""Alexa"" prompt but not the command. The sound quality is pretty good. Definitely not premium but way better than the Dot and good enough fidelity to play music. Clear voice and sounds makes a pleasant experience. They could improve by adding another light as say a night light, or an RGB LED or even making the ring RGB (rather than blue, orange, and red).","2.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1551370410-21731","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","J. McDonald","Best smart speaker on the market","December 19, 2018","Very useful. Great sound quality.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_109?ie=UTF8&pageNumber=109&reviewerType=all_reviews"
"1551370297-21311","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Skye Davis","Alexa is there ☺️","December 16, 2018","LOVE!!! I am older and alone most days. Alexa is there if I fall, there to remind me of lists etc., Or there for information on anything. She will also make me smile!","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_56?ie=UTF8&pageNumber=56&reviewerType=all_reviews"
"1551370361-21553","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","RAS","Ok","February 20, 2019","Everything about the unit mainly the sound for music replaced a ten 1","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_86?ie=UTF8&pageNumber=86&reviewerType=all_reviews"
"1551370446-21866","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Kappamerc","Works great.","December 13, 2018","No Issues, does what it's supposed to do.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_126?ie=UTF8&pageNumber=126&reviewerType=all_reviews"
"1551370550-22261","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Raymond Navarro","echo plus for christmas","December 26, 2018","just set up Alexa and my wife loves it. we're both looking forward to learning more about this great product.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_175?ie=UTF8&pageNumber=175&reviewerType=all_reviews"
"1551370574-22347","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","LeRoy R. Bannach","Ease and setting up","January 26, 2019","I like the music and I like the control features such as turning on and off the lights and other fixtures.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_186?ie=UTF8&pageNumber=186&reviewerType=all_reviews"
"1551370346-21493","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","AC","This makes an amazing gift","December 3, 2018","Everyone loves it!  It provides weather, traffic, news, music, the list is extensive. Every home needs one!","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_79?ie=UTF8&pageNumber=79&reviewerType=all_reviews"
"1551370546-22242","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Gavin Beebe","Invite the CIA into YOUR kitchen!","January 14, 2019","Works like a charm!","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_173?ie=UTF8&pageNumber=173&reviewerType=all_reviews"
"1551370527-22171","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Barbara Wolff","I like that Alexa can tell me when my package has arrived.","January 21, 2019","So handy to have around. I would highly recommend this product. I am still learning all Alexa can do.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_164?ie=UTF8&pageNumber=164&reviewerType=all_reviews"
